observed	prediction	iterations
Case	0.72	1
Case	0.798	1
Control	0.884	1
Control	0.88	1
Case	0.89	1
Case	0.764	1
Control	0.846	1
Case	0.68	1
Control	0.806	1
Control	0.938	1
Control	0.8	1
Case	0.88	1
Control	0.616	1
Control	0.836	1
Control	0.902	1
Control	0.716	1
Case	0.864	1
Control	0.65	1
Control	0.744	1
Control	0.654	1
Case	0.758	1
Control	0.8	1
Case	0.614	1
Control	0.832	1
Control	0.652	1
Control	0.814	1
Control	0.638	1
Case	0.616	1
Control	0.84	1
Case	0.544	1
Control	0.812	1
Control	0.782	1
Control	0.738	1
Control	0.614	1
Case	0.636	1
Control	0.762	1
Control	0.77	1
Case	0.718	1
Control	0.828	1
Control	0.886	1
Control	0.836	1
Control	0.858	1
Control	0.83	1
Control	0.758	1
Case	0.78	1
Control	0.774	1
Case	0.906	1
Case	0.828	1
Control	0.764	1
Control	0.876	1
Case	0.892	1
Control	0.762	1
Control	0.614	1
Control	0.714	1
Control	0.89	1
Control	0.834	1
Case	0.504	1
Control	0.918	1
Control	0.558	1
Control	0.856	1
Control	0.888	1
Control	0.866	1
Control	0.882	1
Control	0.618	1
Control	0.846	1
Case	0.804	1
Case	0.628	1
Control	0.644	1
Control	0.604	1
Control	0.904	1
Control	0.878	1
Control	0.654	1
Control	0.794	1
Control	0.544	1
Control	0.888	1
Control	0.666	1
Case	0.896	1
Control	0.63	1
Case	0.62	1
Control	0.822	1
Control	0.806	1
Case	0.776	1
Control	0.824	1
Control	0.872	1
Control	0.822	1
Control	0.638	1
Control	0.75	1
Control	0.648	1
Control	0.874	1
Control	0.896	1
Case	0.708	1
Case	0.522	1
Control	0.812	1
Control	0.768	1
Control	0.686	1
Control	0.748	1
Case	0.742	1
Case	0.566	1
Control	0.81	1
Control	0.824	1
Case	0.616	1
Control	0.808	1
Control	0.712	1
Case	0.51	1
Control	0.762	1
Case	0.534	1
Control	0.886	1
Case	0.502	1
Case	0.492	1
Control	0.728	1
Control	0.85	1
Control	0.694	1
Control	0.886	1
Control	0.592	1
Control	0.65	1
Case	0.612	1
Control	0.862	1
Control	0.71	1
Control	0.698	1
Control	0.72	1
Case	0.51	1
Control	0.89	1
Control	0.626	1
Control	0.852	1
Control	0.718	1
Control	0.824	1
Control	0.806	1
Case	0.782	1
Case	0.868	1
Control	0.882	1
Control	0.82	1
Control	0.524	1
Control	0.854	1
Control	0.828	1
Control	0.728	1
Control	0.754	1
Case	0.882	1
Case	0.766	1
Case	0.694	1
Control	0.83	1
Control	0.874	1
Control	0.898	1
Control	0.87	1
Case	0.768	1
Case	0.808	1
Control	0.912	1
Control	0.768	1
Control	0.75	1
Control	0.668	1
Control	0.842	2
Control	0.882	2
Case	0.782	2
Control	0.736	2
Control	0.668	2
Case	0.782	2
Control	0.814	2
Control	0.56	2
Control	0.85	2
Case	0.73	2
Control	0.784	2
Control	0.568	2
Control	0.74	2
Control	0.864	2
Control	0.87	2
Control	0.714	2
Control	0.354	2
Control	0.67	2
Case	0.59	2
Control	0.762	2
Control	0.872	2
Control	0.664	2
Control	0.792	2
Control	0.822	2
Control	0.58	2
Case	0.534	2
Control	0.534	2
Control	0.766	2
Control	0.866	2
Control	0.706	2
Control	0.744	2
Control	0.766	2
Control	0.766	2
Case	0.764	2
Control	0.718	2
Control	0.62	2
Control	0.718	2
Control	0.734	2
Control	0.692	2
Control	0.724	2
Control	0.66	2
Control	0.858	2
Case	0.75	2
Control	0.68	2
Control	0.69	2
Case	0.704	2
Control	0.828	2
Control	0.772	2
Case	0.392	2
Control	0.428	2
Case	0.53	2
Control	0.654	2
Case	0.71	2
Control	0.792	2
Control	0.704	2
Control	0.83	2
Control	0.678	2
Control	0.776	2
Case	0.41	2
Case	0.416	2
Control	0.836	2
Control	0.862	2
Case	0.59	2
Control	0.574	2
Control	0.816	2
Control	0.872	2
Case	0.552	2
Case	0.598	2
Control	0.852	2
Control	0.868	2
Control	0.686	2
Control	0.74	2
Control	0.808	2
Control	0.874	2
Control	0.762	2
Case	0.71	2
Control	0.654	2
Control	0.598	2
Control	0.784	2
Case	0.576	2
Case	0.748	2
Control	0.328	2
Control	0.88	2
Control	0.842	2
Case	0.464	2
Control	0.83	2
Control	0.558	2
Case	0.622	2
Case	0.708	2
Control	0.348	2
Control	0.766	2
Control	0.826	2
Control	0.664	2
Case	0.522	2
Control	0.734	2
Case	0.694	2
Control	0.8	2
Control	0.716	2
Case	0.538	2
Case	0.402	2
Control	0.686	2
Case	0.902	2
Case	0.436	2
Control	0.62	2
Case	0.49	2
Control	0.666	2
Control	0.676	2
Case	0.436	2
Control	0.62	2
Control	0.746	2
Control	0.85	2
Control	0.716	2
Control	0.566	2
Control	0.834	2
Case	0.58	2
Control	0.626	2
Control	0.814	2
Control	0.808	2
Control	0.872	2
Control	0.69	2
Control	0.788	2
Control	0.648	2
Case	0.59	2
Case	0.386	2
Control	0.69	2
Control	0.508	2
Control	0.69	2
Control	0.808	2
Case	0.898	2
Control	0.872	2
Control	0.612	2
Control	0.728	2
Case	0.552	2
Case	0.542	2
Control	0.622	2
Control	0.858	2
Case	0.49	2
Case	0.72	2
Control	0.714	2
Case	0.572	2
Control	0.776	2
Control	0.912	2
Control	0.7	2
Control	0.764	2
Case	0.658	2
Control	0.694	2
Control	0.586	2
Case	0.602	2
Control	0.698	2
Case	0.828	3
Control	0.598	3
Control	0.794	3
Control	0.886	3
Control	0.872	3
Control	0.838	3
Control	0.692	3
Case	0.772	3
Control	0.834	3
Control	0.798	3
Control	0.846	3
Control	0.702	3
Control	0.796	3
Control	0.752	3
Case	0.73	3
Control	0.62	3
Case	0.528	3
Control	0.816	3
Case	0.638	3
Case	0.664	3
Control	0.762	3
Control	0.734	3
Control	0.712	3
Control	0.708	3
Control	0.808	3
Control	0.84	3
Case	0.56	3
Case	0.618	3
Control	0.842	3
Control	0.9	3
Case	0.748	3
Control	0.818	3
Control	0.798	3
Control	0.66	3
Control	0.868	3
Control	0.868	3
Control	0.788	3
Control	0.738	3
Control	0.822	3
Case	0.792	3
Control	0.794	3
Case	0.91	3
Control	0.814	3
Control	0.822	3
Case	0.646	3
Case	0.556	3
Control	0.818	3
Control	0.826	3
Case	0.686	3
Control	0.818	3
Control	0.818	3
Control	0.814	3
Case	0.608	3
Control	0.864	3
Control	0.842	3
Control	0.846	3
Control	0.732	3
Case	0.698	3
Case	0.736	3
Control	0.828	3
Control	0.798	3
Control	0.832	3
Case	0.578	3
Control	0.812	3
Control	0.67	3
Control	0.426	3
Case	0.614	3
Control	0.774	3
Control	0.65	3
Control	0.798	3
Control	0.89	3
Control	0.568	3
Control	0.576	3
Case	0.51	3
Control	0.886	3
Control	0.808	3
Control	0.854	3
Control	0.844	3
Case	0.694	3
Control	0.684	3
Control	0.86	3
Control	0.876	3
Case	0.586	3
Case	0.75	3
Case	0.824	3
Control	0.758	3
Case	0.542	3
Control	0.666	3
Control	0.85	3
Control	0.868	3
Control	0.826	3
Control	0.814	3
Control	0.844	3
Control	0.704	3
Control	0.856	3
Control	0.68	3
Control	0.808	3
Control	0.91	3
Case	0.544	3
Case	0.744	3
Control	0.744	3
Case	0.716	3
Control	0.792	3
Control	0.842	3
Control	0.808	3
Control	0.736	3
Control	0.712	3
Control	0.776	3
Control	0.754	3
Control	0.722	3
Control	0.792	3
Control	0.84	3
Control	0.74	3
Case	0.554	3
Control	0.818	3
Case	0.498	3
Control	0.652	3
Control	0.646	3
Control	0.716	3
Control	0.832	3
Case	0.782	3
Control	0.848	3
Control	0.864	3
Control	0.618	3
Control	0.772	3
Case	0.654	3
Control	0.748	3
Control	0.846	3
Case	0.702	3
Case	0.73	3
Control	0.744	3
Control	0.842	3
Control	0.86	3
Control	0.886	3
Case	0.652	3
Control	0.796	3
Control	0.774	3
Control	0.794	3
Case	0.778	3
Control	0.856	3
Case	0.618	3
Control	0.89	3
Control	0.872	3
Case	0.518	3
Case	0.808	3
Case	0.87	3
Control	0.8	3
Case	0.808	3
Control	0.808	3
Control	0.9	4
Control	0.666	4
Control	0.822	4
Control	0.894	4
Case	0.756	4
Control	0.876	4
Control	0.846	4
Case	0.74	4
Case	0.74	4
Control	0.712	4
Control	0.886	4
Case	0.854	4
Case	0.61	4
Control	0.854	4
Control	0.764	4
Case	0.738	4
Case	0.574	4
Control	0.816	4
Case	0.588	4
Control	0.77	4
Control	0.83	4
Control	0.82	4
Control	0.896	4
Control	0.516	4
Case	0.494	4
Control	0.784	4
Control	0.84	4
Case	0.588	4
Control	0.86	4
Case	0.648	4
Control	0.852	4
Control	0.838	4
Control	0.754	4
Control	0.806	4
Control	0.69	4
Control	0.82	4
Control	0.81	4
Control	0.83	4
Control	0.838	4
Control	0.86	4
Control	0.812	4
Control	0.88	4
Control	0.824	4
Control	0.606	4
Control	0.724	4
Control	0.888	4
Control	0.684	4
Control	0.858	4
Control	0.596	4
Control	0.762	4
Control	0.522	4
Control	0.784	4
Control	0.85	4
Control	0.864	4
Control	0.726	4
Case	0.69	4
Control	0.696	4
Control	0.848	4
Control	0.882	4
Case	0.73	4
Case	0.804	4
Control	0.776	4
Control	0.81	4
Control	0.862	4
Case	0.664	4
Control	0.798	4
Control	0.88	4
Control	0.632	4
Case	0.786	4
Control	0.878	4
Case	0.56	4
Control	0.652	4
Case	0.478	4
Control	0.774	4
Case	0.578	4
Control	0.432	4
Case	0.832	4
Control	0.784	4
Case	0.526	4
Control	0.908	4
Case	0.746	4
Control	0.6	4
Control	0.82	4
Control	0.536	4
Case	0.474	4
Control	0.788	4
Control	0.84	4
Case	0.41	4
Control	0.838	4
Control	0.922	4
Control	0.764	4
Control	0.652	4
Case	0.726	4
Control	0.816	4
Control	0.88	4
Control	0.808	4
Control	0.854	4
Control	0.79	4
Control	0.74	4
Case	0.52	4
Control	0.672	4
Control	0.362	4
Control	0.466	4
Case	0.786	4
Control	0.55	4
Control	0.834	4
Case	0.434	4
Control	0.796	4
Control	0.77	4
Case	0.592	4
Control	0.478	4
Case	0.704	4
Control	0.774	4
Control	0.584	4
Control	0.626	4
Control	0.84	4
Case	0.552	4
Control	0.892	4
Control	0.578	4
Control	0.578	4
Control	0.756	4
Control	0.702	4
Control	0.858	4
Control	0.866	4
Control	0.85	4
Control	0.786	4
Control	0.814	4
Control	0.816	4
Case	0.74	4
Case	0.806	4
Control	0.88	4
Control	0.73	4
Control	0.858	4
Control	0.786	4
Control	0.728	4
Case	0.524	4
Case	0.84	4
Case	0.79	4
Control	0.872	4
Case	0.65	4
Control	0.85	4
Case	0.824	4
Control	0.718	4
Case	0.746	4
Control	0.892	4
Case	0.778	4
Control	0.754	4
Control	0.802	4
Case	0.702	4
Case	0.774	5
Control	0.782	5
Control	0.64	5
Case	0.798	5
Control	0.85	5
Control	0.728	5
Control	0.868	5
Control	0.626	5
Case	0.818	5
Control	0.834	5
Control	0.736	5
Control	0.728	5
Control	0.806	5
Case	0.702	5
Case	0.564	5
Case	0.754	5
Control	0.804	5
Control	0.748	5
Case	0.65	5
Control	0.826	5
Control	0.75	5
Control	0.826	5
Control	0.826	5
Case	0.552	5
Control	0.778	5
Control	0.7	5
Control	0.804	5
Case	0.728	5
Control	0.878	5
Control	0.826	5
Control	0.814	5
Control	0.748	5
Control	0.614	5
Case	0.506	5
Control	0.55	5
Control	0.9	5
Control	0.772	5
Case	0.824	5
Case	0.816	5
Control	0.81	5
Control	0.826	5
Control	0.834	5
Control	0.868	5
Control	0.826	5
Control	0.732	5
Control	0.85	5
Control	0.794	5
Control	0.614	5
Control	0.69	5
Case	0.62	5
Control	0.564	5
Control	0.836	5
Case	0.644	5
Control	0.782	5
Control	0.854	5
Control	0.916	5
Control	0.69	5
Case	0.718	5
Case	0.666	5
Control	0.894	5
Control	0.822	5
Control	0.748	5
Control	0.786	5
Control	0.754	5
Control	0.818	5
Case	0.632	5
Control	0.798	5
Control	0.8	5
Case	0.782	5
Control	0.672	5
Control	0.852	5
Control	0.598	5
Control	0.656	5
Case	0.506	5
Control	0.778	5
Case	0.864	5
Control	0.808	5
Control	0.788	5
Case	0.572	5
Control	0.848	5
Control	0.71	5
Control	0.838	5
Control	0.754	5
Control	0.846	5
Case	0.766	5
Control	0.63	5
Control	0.644	5
Control	0.836	5
Control	0.892	5
Control	0.832	5
Control	0.856	5
Control	0.678	5
Control	0.812	5
Case	0.664	5
Control	0.764	5
Control	0.752	5
Case	0.504	5
Control	0.8	5
Control	0.694	5
Control	0.778	5
Case	0.762	5
Control	0.754	5
Control	0.762	5
Case	0.412	5
Case	0.884	5
Control	0.846	5
Control	0.826	5
Control	0.796	5
Control	0.872	5
Control	0.724	5
Control	0.574	5
Case	0.438	5
Control	0.564	5
Control	0.694	5
Control	0.824	5
Case	0.752	5
Control	0.822	5
Control	0.792	5
Case	0.54	5
Case	0.67	5
Control	0.746	5
Case	0.59	5
Control	0.654	5
Control	0.774	5
Control	0.582	5
Control	0.816	5
Control	0.762	5
Control	0.736	5
Control	0.79	5
Case	0.688	5
Case	0.862	5
Case	0.53	5
Control	0.886	5
Case	0.608	5
Case	0.538	5
Control	0.896	5
Control	0.802	5
Control	0.854	5
Control	0.72	5
Control	0.876	5
Control	0.922	5
Case	0.722	5
Case	0.692	5
Case	0.856	5
Control	0.784	5
Control	0.868	5
Case	0.826	5
Control	0.742	5
Control	0.8	5
Control	0.882	6
Case	0.528	6
Control	0.88	6
Control	0.878	6
Control	0.856	6
Control	0.812	6
Case	0.816	6
Case	0.754	6
Control	0.792	6
Control	0.856	6
Control	0.734	6
Control	0.91	6
Control	0.868	6
Control	0.844	6
Control	0.764	6
Control	0.698	6
Case	0.494	6
Case	0.608	6
Control	0.796	6
Case	0.604	6
Control	0.786	6
Control	0.844	6
Control	0.672	6
Control	0.5	6
Control	0.624	6
Case	0.568	6
Control	0.664	6
Case	0.58	6
Control	0.82	6
Control	0.852	6
Case	0.642	6
Control	0.758	6
Control	0.89	6
Control	0.822	6
Control	0.802	6
Control	0.788	6
Control	0.64	6
Control	0.832	6
Control	0.82	6
Case	0.896	6
Case	0.8	6
Case	0.682	6
Control	0.842	6
Control	0.87	6
Control	0.748	6
Control	0.844	6
Control	0.83	6
Control	0.904	6
Control	0.698	6
Control	0.816	6
Control	0.816	6
Control	0.656	6
Control	0.812	6
Control	0.636	6
Case	0.64	6
Control	0.844	6
Control	0.9	6
Case	0.682	6
Case	0.728	6
Case	0.424	6
Control	0.77	6
Case	0.776	6
Control	0.698	6
Control	0.818	6
Control	0.818	6
Control	0.852	6
Control	0.81	6
Control	0.812	6
Control	0.824	6
Control	0.814	6
Control	0.896	6
Case	0.634	6
Control	0.86	6
Control	0.794	6
Case	0.692	6
Control	0.682	6
Control	0.436	6
Control	0.48	6
Control	0.78	6
Case	0.768	6
Control	0.882	6
Case	0.548	6
Control	0.816	6
Control	0.636	6
Control	0.898	6
Case	0.516	6
Control	0.78	6
Control	0.41	6
Control	0.454	6
Case	0.594	6
Case	0.564	6
Case	0.772	6
Control	0.806	6
Case	0.458	6
Control	0.836	6
Control	0.728	6
Case	0.528	6
Control	0.746	6
Control	0.734	6
Case	0.61	6
Control	0.734	6
Control	0.868	6
Control	0.842	6
Control	0.726	6
Control	0.72	6
Control	0.704	6
Control	0.884	6
Case	0.892	6
Control	0.764	6
Case	0.63	6
Control	0.77	6
Control	0.586	6
Control	0.816	6
Control	0.862	6
Control	0.676	6
Control	0.846	6
Case	0.592	6
Control	0.632	6
Control	0.61	6
Control	0.766	6
Case	0.61	6
Case	0.73	6
Control	0.774	6
Case	0.732	6
Control	0.878	6
Control	0.712	6
Control	0.522	6
Control	0.838	6
Control	0.86	6
Control	0.744	6
Control	0.802	6
Case	0.646	6
Case	0.582	6
Control	0.686	6
Control	0.864	6
Case	0.546	6
Control	0.79	6
Case	0.724	6
Control	0.836	6
Case	0.626	6
Control	0.85	6
Case	0.748	6
Case	0.768	6
Control	0.704	6
Control	0.81	6
Control	0.784	6
Control	0.742	6
Control	0.738	6
Control	0.828	6
Case	0.834	7
Control	0.872	7
Case	0.866	7
Control	0.67	7
Control	0.812	7
Control	0.9	7
Control	0.796	7
Control	0.728	7
Control	0.774	7
Case	0.756	7
Control	0.734	7
Case	0.618	7
Control	0.774	7
Control	0.798	7
Control	0.718	7
Control	0.792	7
Control	0.568	7
Case	0.738	7
Control	0.782	7
Case	0.596	7
Control	0.81	7
Case	0.606	7
Control	0.816	7
Control	0.838	7
Control	0.574	7
Control	0.524	7
Control	0.92	7
Control	0.572	7
Control	0.818	7
Control	0.752	7
Case	0.832	7
Case	0.748	7
Control	0.822	7
Control	0.754	7
Case	0.622	7
Control	0.794	7
Case	0.786	7
Control	0.862	7
Control	0.856	7
Control	0.834	7
Control	0.772	7
Control	0.866	7
Control	0.858	7
Control	0.7	7
Case	0.894	7
Control	0.848	7
Control	0.82	7
Control	0.824	7
Control	0.834	7
Case	0.518	7
Case	0.552	7
Control	0.772	7
Control	0.9	7
Control	0.564	7
Control	0.822	7
Control	0.666	7
Case	0.634	7
Control	0.792	7
Control	0.716	7
Case	0.81	7
Control	0.664	7
Control	0.882	7
Control	0.866	7
Control	0.802	7
Control	0.814	7
Control	0.812	7
Control	0.856	7
Case	0.798	7
Control	0.746	7
Case	0.604	7
Case	0.51	7
Case	0.594	7
Control	0.842	7
Case	0.678	7
Control	0.76	7
Case	0.51	7
Control	0.838	7
Control	0.79	7
Control	0.816	7
Control	0.842	7
Control	0.87	7
Control	0.864	7
Control	0.848	7
Control	0.896	7
Control	0.89	7
Case	0.576	7
Control	0.838	7
Control	0.86	7
Control	0.866	7
Control	0.866	7
Control	0.844	7
Control	0.844	7
Control	0.846	7
Control	0.756	7
Control	0.834	7
Control	0.9	7
Case	0.57	7
Case	0.54	7
Control	0.78	7
Control	0.866	7
Case	0.812	7
Control	0.686	7
Control	0.79	7
Control	0.854	7
Control	0.778	7
Case	0.732	7
Control	0.806	7
Case	0.846	7
Control	0.732	7
Control	0.756	7
Control	0.778	7
Control	0.804	7
Control	0.702	7
Case	0.522	7
Case	0.886	7
Control	0.68	7
Control	0.818	7
Control	0.734	7
Control	0.862	7
Control	0.856	7
Control	0.802	7
Control	0.832	7
Case	0.782	7
Control	0.664	7
Control	0.69	7
Control	0.888	7
Control	0.826	7
Control	0.83	7
Control	0.86	7
Control	0.86	7
Case	0.55	7
Control	0.794	7
Control	0.75	7
Case	0.564	7
Case	0.804	7
Control	0.874	7
Control	0.768	7
Case	0.624	7
Control	0.734	7
Case	0.634	7
Case	0.786	7
Case	0.744	7
Case	0.696	7
Case	0.784	7
Control	0.76	7
Control	0.744	7
Control	0.734	7
Control	0.574	7
Case	0.732	7
Control	0.838	8
Control	0.658	8
Case	0.6	8
Control	0.798	8
Control	0.682	8
Control	0.866	8
Control	0.73	8
Case	0.722	8
Control	0.726	8
Control	0.832	8
Case	0.78	8
Control	0.93	8
Control	0.764	8
Control	0.664	8
Control	0.74	8
Control	0.736	8
Control	0.792	8
Case	0.562	8
Control	0.788	8
Control	0.78	8
Control	0.77	8
Case	0.84	8
Control	0.88	8
Control	0.496	8
Control	0.862	8
Control	0.83	8
Case	0.556	8
Control	0.842	8
Control	0.782	8
Case	0.632	8
Control	0.892	8
Control	0.814	8
Control	0.742	8
Control	0.886	8
Control	0.78	8
Control	0.868	8
Control	0.896	8
Control	0.844	8
Control	0.856	8
Control	0.8	8
Control	0.794	8
Control	0.822	8
Control	0.768	8
Case	0.71	8
Control	0.74	8
Control	0.784	8
Case	0.64	8
Control	0.898	8
Control	0.614	8
Control	0.862	8
Control	0.762	8
Case	0.832	8
Control	0.79	8
Control	0.732	8
Case	0.682	8
Control	0.826	8
Control	0.842	8
Control	0.812	8
Control	0.784	8
Control	0.602	8
Control	0.864	8
Control	0.856	8
Case	0.58	8
Case	0.68	8
Control	0.844	8
Case	0.914	8
Control	0.852	8
Case	0.616	8
Control	0.808	8
Control	0.596	8
Case	0.688	8
Case	0.634	8
Control	0.804	8
Control	0.798	8
Control	0.848	8
Control	0.802	8
Control	0.79	8
Case	0.642	8
Control	0.852	8
Control	0.632	8
Control	0.612	8
Control	0.52	8
Case	0.598	8
Control	0.87	8
Control	0.836	8
Control	0.856	8
Case	0.678	8
Case	0.546	8
Case	0.536	8
Control	0.726	8
Case	0.636	8
Control	0.848	8
Case	0.76	8
Control	0.796	8
Control	0.862	8
Case	0.582	8
Control	0.546	8
Control	0.814	8
Control	0.756	8
Control	0.758	8
Control	0.732	8
Control	0.822	8
Case	0.47	8
Case	0.544	8
Control	0.79	8
Control	0.842	8
Control	0.822	8
Control	0.74	8
Control	0.716	8
Case	0.68	8
Case	0.566	8
Case	0.88	8
Control	0.708	8
Control	0.636	8
Control	0.864	8
Control	0.628	8
Case	0.596	8
Control	0.772	8
Control	0.766	8
Control	0.806	8
Control	0.856	8
Control	0.838	8
Case	0.714	8
Case	0.628	8
Case	0.758	8
Control	0.866	8
Case	0.69	8
Control	0.75	8
Control	0.794	8
Control	0.798	8
Control	0.812	8
Control	0.722	8
Control	0.728	8
Case	0.812	8
Control	0.636	8
Case	0.684	8
Control	0.8	8
Case	0.684	8
Control	0.714	8
Case	0.886	8
Control	0.908	8
Control	0.81	8
Control	0.856	8
Control	0.804	8
Case	0.752	8
Control	0.778	8
Case	0.808	8
Control	0.83	8
Control	0.658	8
Control	0.568	9
Control	0.718	9
Control	0.84	9
Control	0.664	9
Case	0.91	9
Control	0.69	9
Case	0.826	9
Control	0.8	9
Case	0.742	9
Case	0.816	9
Control	0.824	9
Case	0.632	9
Control	0.734	9
Control	0.962	9
Control	0.956	9
Control	0.792	9
Control	0.84	9
Case	0.532	9
Control	0.778	9
Control	0.818	9
Control	0.752	9
Control	0.634	9
Control	0.77	9
Control	0.768	9
Control	0.73	9
Control	0.668	9
Control	0.802	9
Control	0.828	9
Control	0.778	9
Control	0.786	9
Case	0.816	9
Control	0.9	9
Control	0.584	9
Control	0.708	9
Control	0.764	9
Control	0.826	9
Control	0.73	9
Control	0.8	9
Control	0.666	9
Control	0.89	9
Control	0.868	9
Control	0.856	9
Control	0.776	9
Case	0.78	9
Control	0.89	9
Control	0.544	9
Control	0.672	9
Control	0.902	9
Case	0.252	9
Control	0.75	9
Case	0.636	9
Case	0.528	9
Control	0.574	9
Control	0.57	9
Control	0.658	9
Case	0.85	9
Control	0.794	9
Control	0.464	9
Control	0.77	9
Control	0.746	9
Control	0.912	9
Control	0.924	9
Case	0.684	9
Case	0.706	9
Case	0.608	9
Case	0.878	9
Case	0.384	9
Control	0.422	9
Control	0.91	9
Control	0.834	9
Case	0.396	9
Case	0.942	9
Case	0.686	9
Control	0.844	9
Control	0.928	9
Case	0.856	9
Control	0.782	9
Case	0.646	9
Control	0.916	9
Control	0.868	9
Control	0.56	9
Control	0.608	9
Control	0.83	9
Case	0.628	9
Control	0.426	9
Control	0.846	9
Control	0.868	9
Case	0.858	9
Control	0.804	9
Control	0.892	9
Control	0.882	9
Control	0.77	9
Case	0.542	9
Case	0.642	9
Control	0.636	9
Case	0.518	9
Control	0.824	9
Case	0.48	9
Case	0.358	9
Case	0.542	9
Case	0.274	9
Case	0.356	9
Case	0.458	9
Control	0.948	9
Case	0.362	9
Control	0.71	9
Control	0.834	9
Case	0.69	9
Control	0.852	9
Control	0.88	9
Case	0.362	9
Control	0.732	9
Control	0.626	9
Control	0.468	9
Control	0.634	9
Control	0.75	9
Control	0.956	9
Control	0.698	9
Control	0.716	9
Case	0.604	9
Control	0.61	9
Control	0.628	9
Control	0.726	9
Control	0.69	9
Control	0.954	9
Control	0.568	9
Control	0.746	9
Case	0.54	9
Control	0.876	9
Control	0.582	9
Control	0.728	9
Control	0.972	9
Control	0.602	9
Control	0.85	9
Control	0.754	9
Control	0.748	9
Case	0.764	9
Control	0.71	9
Control	0.75	9
Control	0.754	9
Case	0.814	9
Control	0.922	9
Control	0.938	9
Case	0.81	9
Control	0.73	9
Control	0.94	9
Control	0.69	9
Control	0.806	9
Control	0.542	9
Control	0.858	10
Case	0.396	10
Case	0.9	10
Control	0.848	10
Control	0.898	10
Control	0.802	10
Control	0.884	10
Case	0.66	10
Control	0.764	10
Control	0.638	10
Control	0.594	10
Control	0.792	10
Case	0.76	10
Case	0.724	10
Control	0.746	10
Control	0.648	10
Control	0.458	10
Control	0.648	10
Control	0.684	10
Control	0.886	10
Control	0.442	10
Case	0.562	10
Case	0.674	10
Control	0.798	10
Control	0.87	10
Case	0.466	10
Control	0.924	10
Control	0.52	10
Control	0.95	10
Control	0.714	10
Case	0.58	10
Control	0.72	10
Control	0.726	10
Control	0.798	10
Control	0.784	10
Control	0.882	10
Case	0.692	10
Control	0.862	10
Control	0.888	10
Control	0.834	10
Control	0.886	10
Case	0.384	10
Control	0.798	10
Control	0.68	10
Control	0.908	10
Control	0.85	10
Control	0.558	10
Case	0.612	10
Control	0.892	10
Control	0.722	10
Control	0.756	10
Case	0.854	10
Case	0.584	10
Control	0.528	10
Case	0.676	10
Control	0.46	10
Control	0.638	10
Case	0.356	10
Control	0.856	10
Case	0.774	10
Control	0.71	10
Control	0.838	10
Control	0.51	10
Control	0.826	10
Control	0.79	10
Control	0.82	10
Control	0.81	10
Case	0.356	10
Control	0.442	10
Control	0.898	10
Case	0.51	10
Case	0.648	10
Control	0.858	10
Case	0.704	10
Control	0.748	10
Control	0.746	10
Case	0.38	10
Control	0.852	10
Case	0.628	10
Control	0.886	10
Control	0.42	10
Control	0.784	10
Case	0.876	10
Control	0.754	10
Control	0.882	10
Control	0.41	10
Control	0.812	10
Control	0.73	10
Case	0.468	10
Case	0.772	10
Case	0.404	10
Control	0.754	10
Control	0.698	10
Control	0.304	10
Control	0.864	10
Control	0.496	10
Control	0.76	10
Control	0.822	10
Control	0.698	10
Control	0.792	10
Case	0.476	10
Case	0.864	10
Control	0.378	10
Case	0.462	10
Control	0.74	10
Control	0.406	10
Control	0.796	10
Case	0.44	10
Control	0.91	10
Control	0.636	10
Control	0.64	10
Control	0.746	10
Control	0.54	10
Control	0.708	10
Control	0.736	10
Control	0.72	10
Control	0.748	10
Control	0.898	10
Control	0.556	10
Control	0.904	10
Control	0.73	10
Control	0.668	10
Case	0.682	10
Control	0.656	10
Case	0.73	10
Control	0.69	10
Control	0.886	10
Control	0.768	10
Control	0.71	10
Case	0.572	10
Case	0.894	10
Control	0.76	10
Control	0.752	10
Control	0.798	10
Control	0.712	10
Control	0.77	10
Case	0.926	10
Control	0.884	10
Case	0.374	10
Control	0.82	10
Case	0.626	10
Control	0.674	10
Case	0.766	10
Control	0.81	10
Control	0.828	10
Control	0.678	10
Control	0.91	10
Case	0.79	10
Case	0.548	10
Control	0.798	11
Control	0.862	11
Control	0.818	11
Control	0.644	11
Case	0.594	11
Control	0.882	11
Control	0.728	11
Control	0.834	11
Case	0.61	11
Control	0.796	11
Control	0.736	11
Control	0.764	11
Case	0.556	11
Control	0.564	11
Control	0.548	11
Control	0.75	11
Case	0.572	11
Control	0.728	11
Control	0.82	11
Case	0.57	11
Case	0.598	11
Control	0.86	11
Control	0.79	11
Control	0.752	11
Case	0.842	11
Control	0.852	11
Control	0.496	11
Control	0.644	11
Case	0.77	11
Control	0.788	11
Control	0.754	11
Case	0.84	11
Control	0.77	11
Control	0.74	11
Control	0.784	11
Control	0.824	11
Control	0.798	11
Control	0.834	11
Case	0.772	11
Control	0.77	11
Control	0.874	11
Control	0.898	11
Case	0.43	11
Control	0.84	11
Control	0.838	11
Control	0.772	11
Control	0.842	11
Control	0.532	11
Case	0.838	11
Control	0.828	11
Control	0.864	11
Control	0.834	11
Case	0.654	11
Control	0.856	11
Control	0.778	11
Case	0.64	11
Control	0.61	11
Control	0.644	11
Control	0.86	11
Control	0.764	11
Case	0.592	11
Control	0.86	11
Control	0.766	11
Control	0.844	11
